0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000
1	1.000000	-0.000383	-0.360038	0.000383	1.000000	-1.052226
2	1.000000	-0.000165	-0.926445	0.000165	1.000000	-0.237829
3	1.000000	-0.000717	-0.481206	0.000717	1.000000	0.055139
4	1.000000	0.000040	-0.559308	-0.000040	1.000000	-0.831332
5	1.000000	-0.000481	-0.372413	0.000481	1.000000	-1.510239
6	1.000000	-0.000316	-0.645532	0.000316	1.000000	-0.686660
7	1.000000	-0.000136	-0.508587	0.000136	1.000000	-0.770815
8	1.000000	0.000061	-1.091190	-0.000061	1.000000	-0.897420
9	1.000000	-0.000222	-0.635603	0.000222	1.000000	-1.026150
10	1.000000	-0.000028	-1.166756	0.000028	1.000000	-0.783685
11	1.000000	-0.000355	-0.336074	0.000355	1.000000	-0.577208
12	1.000000	-0.000638	-0.540413	0.000638	1.000000	-0.619961
13	1.000000	-0.000395	-0.589808	0.000395	1.000000	-0.236235
14	1.000000	-0.000069	-1.123557	0.000069	1.000000	-0.510138
15	1.000000	-0.000199	-0.695769	0.000199	1.000000	-0.637900
16	1.000000	-0.000120	-0.692267	0.000120	1.000000	-0.391486
17	1.000000	0.000136	-0.837869	-0.000136	1.000000	-0.677476
18	1.000000	0.000215	-1.273533	-0.000215	1.000000	-1.002218
19	1.000000	0.000162	-0.612825	-0.000162	1.000000	-0.627242
20	1.000000	-0.000470	-0.605511	0.000470	1.000000	-0.635601
21	1.000000	-0.000207	-0.818036	0.000207	1.000000	-0.892007
22	1.000000	-0.000087	-0.945843	0.000087	1.000000	-0.897154
23	1.000000	-0.000967	-0.122806	0.000967	1.000000	-0.850789
24	1.000000	-0.000900	-0.413480	0.000900	1.000000	-0.735721
25	1.000000	-0.000492	-0.696782	0.000492	1.000000	-0.458843
26	1.000000	-0.000586	-0.313940	0.000586	1.000000	-0.811797
27	1.000000	-0.000424	-0.333257	0.000424	1.000000	-0.952950
28	1.000000	-0.000459	-0.379126	0.000459	1.000000	-1.104428
29	1.000000	-0.000563	-0.411246	0.000563	1.000000	-1.132740
30	1.000000	-0.000502	-0.560431	0.000502	1.000000	-0.665604
31	1.000000	-0.000723	-0.144065	0.000723	1.000000	-0.928973
32	1.000000	0.000079	-1.084418	-0.000079	1.000000	-0.415912
33	1.000000	-0.000783	0.181805	0.000783	1.000000	-1.451939
34	1.000000	-0.000994	-0.065520	0.000994	1.000000	-0.926073
35	1.000000	-0.000439	-0.480196	0.000439	1.000000	-0.690116
