0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000
1	1.000000	0.000207	-1.542730	-0.000207	1.000000	-4.935097
2	1.000000	0.000610	-2.038345	-0.000610	1.000000	-3.009505
3	0.999999	0.001029	-1.239175	-0.001029	0.999999	-4.497414
4	0.999999	0.001325	-1.466949	-0.001325	0.999999	-5.771738
5	1.000000	0.000705	-1.382001	-0.000705	1.000000	-6.211563
6	1.000000	0.000386	-1.449028	-0.000386	1.000000	-6.110531
7	1.000000	0.000840	-1.449637	-0.000840	1.000000	-4.598621
8	1.000000	0.000797	-1.663921	-0.000797	1.000000	-3.896925
9	1.000000	0.000858	-1.228967	-0.000858	1.000000	-3.493319
10	1.000000	0.000511	-1.302363	-0.000511	1.000000	-2.637329
11	1.000000	0.000733	-1.074908	-0.000733	1.000000	-2.973055
12	1.000000	0.000465	-1.483315	-0.000465	1.000000	-2.600617
13	1.000000	0.000730	-0.989267	-0.000730	1.000000	-2.539562
14	0.999999	0.001126	-0.839333	-0.001126	0.999999	-3.057356
15	1.000000	0.000899	-1.140100	-0.000899	1.000000	-3.976634
16	0.999999	0.001394	-1.455611	-0.001394	0.999999	-3.299803
17	1.000000	0.000519	-0.899682	-0.000519	1.000000	-3.187101
18	1.000000	0.000676	-1.528557	-0.000676	1.000000	-3.091154
19	1.000000	0.000801	-0.819087	-0.000801	1.000000	-2.751482
20	1.000000	0.000826	-1.436759	-0.000826	1.000000	-3.057698
21	1.000000	0.000596	-1.072614	-0.000596	1.000000	-3.783216
22	1.000000	0.000986	-1.082611	-0.000986	1.000000	-2.931883
23	1.000000	0.000273	-0.366306	-0.000273	1.000000	-3.087572
24	1.000000	0.000565	-1.416340	-0.000565	1.000000	-2.893800
25	1.000000	0.000621	-1.196057	-0.000621	1.000000	-2.775716
26	1.000000	0.000826	-1.151381	-0.000826	1.000000	-2.423570
27	1.000000	0.000968	-0.840334	-0.000968	1.000000	-2.405903
28	0.999999	0.001092	-0.824841	-0.001092	0.999999	-2.338473
29	1.000000	0.000618	-0.878708	-0.000618	1.000000	-2.778069
30	1.000000	0.000909	-1.532579	-0.000909	1.000000	-1.904640
31	1.000000	0.000786	-0.815980	-0.000786	1.000000	-1.743798
32	1.000000	0.000839	-1.009354	-0.000839	1.000000	-1.803250
33	0.999999	0.001135	-0.880982	-0.001135	0.999999	-1.901094
34	1.000000	0.000711	-0.704449	-0.000711	1.000000	-1.754063
35	1.000000	0.000832	-1.034918	-0.000832	1.000000	-1.798484
36	1.000000	0.000790	-0.582640	-0.000790	1.000000	-1.884417
37	0.999999	0.001059	-0.659415	-0.001059	0.999999	-1.617518
38	1.000000	0.000398	-0.035767	-0.000398	1.000000	-1.939645
39	1.000000	0.000639	-0.628406	-0.000639	1.000000	-1.458406
40	0.999999	0.001158	-0.618316	-0.001158	0.999999	-1.337970
41	0.999999	0.001162	-0.523570	-0.001162	0.999999	-1.293924
42	0.999999	0.001021	-0.315768	-0.001021	0.999999	-1.340786
43	1.000000	0.000815	-0.512405	-0.000815	1.000000	-1.322616
44	0.999999	0.001180	-0.456814	-0.001180	0.999999	-0.501790
45	1.000000	0.000827	0.093027	-0.000827	1.000000	-0.730564
46	1.000000	0.000962	-0.260891	-0.000962	1.000000	-0.697432
47	0.999999	0.001056	-0.100342	-0.001056	0.999999	-1.033110
48	1.000000	0.001004	-0.251274	-0.001004	1.000000	-1.098710
